Burger Name,Burger Description,Restaurant, Price ,Year,Beef,Chicken,Duck,Lamb,Pork,Seafood,Sweet,Vegetarian,Venison,Not Your Usual,Finalist,Winner
Slim Pickings,"Fried spicy chicken thigh with kimchi, crisp lettuce, salted cucumber and Japanese mayonnaise, with Slim’s fries",Slim Davey's, $ 16.50 ,2016,,Yes,,,,,,,,,,
Up Beet Beef,"Randwick Meats chorizo and beef patty with parmesan crisps, onion jam, mixed greens and fresh tomato in a beetroot bun, with Jina's tempura kūmara (NF)",Sojourn Cafe & Bar, $ 19.00 ,2016,Yes,,,,,,,,,,,
The Bologanise Burger,"Preston’s beef and pork meat patty with Kingsmeade pecorino and salad in a Pandoro ciabatta bun, with polenta chips and Zany Zeus smoked yoghurt aioli",Soprano Italian Caffe, $ 20.00 ,2016,Yes,,,,,,,,,,,
Mac Daddy,"Mac 'n' Cheese burger with Kāpiti cheese, free range bacon and caramelised onions, with chips (NF, V)",Southern Cross Garden Bar Restaurant, $ 21.50 ,2016,,,,,,,,Yes,,,,
The Howard Hughes,"Freshly ground beef patty with glazed bacon, Kāpiti smoked cheese and goose sauce in a beetroot milkbun, with handcut agria fries",Spruce Goose, $ 20.00 ,2016,Yes,,,,,,,,,,,
Lamb Of God,"Preston’s lamb patty with wilted spinach and goat's curd in a Clareville Bakery beetroot and thyme bun (GF, NF)",St Johns Bar And Restaurant, $ 14.00 ,2016,,,,Yes,,,,,,,,
Sterling Burger,"Awatoru venison burger with beetroot relish, housesmoked cheese, juniper pickled celeriac and Sterling secret sauce, with truffled shoestrings",Sterling, $ 22.00 ,2016,,,,,,,,,Yes,,,
Prawn Star,"Asian infused prawn with spicy slaw and dressing in a wheat bun, with kūmara chips (NF)",Supply Room Kitchen & Bar, $ 16.50 ,2016,,,,,,Yes,,,,,,
Bacon Cheeseburger Chimichanga,"Randwick Meats smoked bacon burrito cheeseburger with picante barbeque mayonnaise in an Farrah's tortilla, with Baja fries (V & GF option)",Tequila Joe's, $ 22.00 ,2016,,,,,Yes,,,,,,,
The G.C.B.,"Chilli garlic grilled chicken thigh with lime-spiked yoghurt, almondcrumbed tomatillos, iceberg lettuce and housemade tomato relish in a croissant bun, with kumara chips",The Arborist Rooftop bar & Eatery, $ 25.00 ,2016,,Yes,,,,,,,,,,
Vietnamese Burger,"(Bánh mì) Preston’s chicken with crisp bacon, fresh coriander, pickled radish and jalapeño mayo, with shoestring fries",The Bangalore Polo Club, $ 17.50 ,2016,,Yes,,,,,,,,,,
Fowl Play,"Fried chicken with American cheese, iceberg lettuce, pickled jalapeños and ‘Comeback Sauce’ in a Bresolin bun",The Bresolin, $ 20.00 ,2016,,Yes,,,,,,,,,,
King of the Swingers,"Randwick Meats beef patty with sautéed carrot, biltong, cinnamon, On Trays gouda and Monkey Gland sauce in a Pandoro brioche bun",The Butcher and Brewer, $ 22.00 ,2016,Yes,,,,,,,,,,,
Casablanca Lamb Burger,"Morrocan lamb patty with Greek yoghurt, beetroot slaw and Kingsmeade feta whip on a Clareville Bakery currant and ras el hanout brioche bun",The Clareville Bakery, $ 20.00 ,2016,,,,Yes,,,,,,,,
The Pig Mac,"Slowsmoked pulled pork with red cabbage, fennel and apple slaw in a brioche bun with housemade barbeque sauce, smoked apple fritter and fries (NF)",The Featherston, $ 19.00 ,2016,,,,,Yes,,,,,,,
Summer Sandwich,"Preston’s mince patty with a smokey whiskey barbecue sauce, avocado and mango salsa with Six Barrel Soda Co. ginger soda battered pineapple fritter in a brioche burger bun (GF option, DF)",Gasworks, $ 20.00 ,2016,Yes,,,,,,,,,,,
Midtown Manhattan Burger,"Wairarapa beef brisket with homemade sauerkraut, Kāpiti kowhai gruyere cheese and pickles in a Wadestown Bakery carraway rye bun, with twice cooked hand-cut fries",The General Practititoner, $ 22.00 ,2016,Yes,,,,,,,,,,,
The B's Burger,"PrimeAngus beef patty with Village Meats black pudding, smoked cheddar, Meat Direct triple smoked bacon and beetroot relish in a Pandoro brioche bun",The Glasshouse Restaurant & Bar, $ 24.00 ,2016,Yes,,,,,,,,,,,
The Hurricanes Bus Burger,Inspired by Julian Savea: Meat Direct pulled pork and finger licking coconut milk ‘fried’ chicken with pineapple slaw and chilli mango salsa in a black ’n’ yellow Brezelmania bun,The Green Man Pub, $ 25.00 ,2016,,,,,Yes,,,,,,,
The Shredded Scotsman,"Shredded lamb shoulder with mushrooms, spinach, whipped goat’s cheese, and onion and sage marmalade in a toasted Pandoro Scottish bun, with garlic salt and seasoned curly fries",The Grill at The Amora Hotel, $ 23.00 ,2016,,,,Yes,,,,,,,,
Hot Blooded,"Preston’s beef patty with On Trays ghost chilli cheese, crispy chicken, fried onion strips and compressed tomato in a housemade black pudding brioche bun",The Hideaway, $ 21.00 ,2016,Yes,,,,,,,,,,,
Warrior's Burger,"Beef patty with Kāpiti blue cheese, The Hop Garden pickles and hopped mustard in a housemade brioche bun, with handcut fries (NF)",The Hop Garden, $ 22.00 ,2016,Yes,,,,,,,,,,,
Hotline Wing,"Pulled buffalo wings with battered sweet pickle, house slaw and Kāpiti blue cheese aioli on a Pandoro bun, with spiced hand-cut fries",The Hotel Bristol, $ 18.50 ,2016,,Yes,,,,,,,,,,
Roo Burger,"Grilled kangaroo with eucalyptus-smoked beetroot relish, iceberg lettuce, tomato, caramelised onion and black pepper mayonnaise in a Larder wattleseed bun (GF option)",The Larder, $ 22.00 ,2016,,,,,,,,,,Yes,,
Sweet Slider Surprise,"A trio of unique , sweet sliders to tease and tantalise your taste buds",The Library, $ 15.00 ,2016,,,,,,,Yes,,,,,
The Belgian,"Beef and bacon patty with beer, mustard and onion gravy, farmhouse cheese, swede pickle in a wholemeal bun, with hand-cut fries and witloof slaw (NF)",The Lido Cafe & Bar, $ 19.00 ,2016,Yes,,,,,,,,,,,
1840 Shoreline Burger,"Spicy soft cell crab with apple and cabbage slaw, Wairarapa lemon and vodka marmalade in a Zaida's milk bun, with pig tail fries and chilli lime mayonnaise (NF)",The Old Bailey, $ 22.00 ,2016,,,,,,Yes,,,,,,
Umami Burger,"Eastbourne Village Meats pork and beef patty with Hillside bacon, foraged seaweed and pickled shiitake mushrooms in a soft bun.",The Ramen Shop, $ 12.00 ,2016,Yes,,,,Yes,,,,,,,
Ferdy's Whitebait Burger,"Waikanae whitebait with pickled cucumber and tomato on a brioche bun, with handcut chips and aioli",The Waterfront, $ 25.00 ,2016,,,,,,Yes,,,,,,
This Little Piggy,"Slow-roasted Wairarapa pork belly with fennel slaw and homemade apple relish on a Brezelmania chilli corn bun, with fries and chipotle mayonnaise",The Whitby Co-Op (The Co-Op Kitchen and Bar), $ 20.90 ,2016,,,,,Yes,,,,,,,
The Mis-Steak Burger,"Homemade falafel with Kāpiti Aorangi brie, portobello mushroom, wilted kale, cumin and coriander yoghurt, and citrus chutney in a five seeds bun, with fries (GF, V)",The Woodshed Craft Beer & Smokehouse, $ 23.90 ,2016,,,,,,,,Yes,,,,
Mansfield's Saucy Story,"Lamb burger with Zany Zeus yoghurt, zucchini, cucumber, kaffir lime, mint dollop and rocket in an Old Bakehouse bun",Thistle Inn, $ 21.00 ,2016,,,,Yes,,,,,,,,
ThunderHog Heaven,"Island Bay Butchery 'thunderspiced' pulled pork with grilled pineapple, jalapeño relish and slaw in a Pandoro ciabatta bun (DF)",Thunderbird Cafe, $ 20.00 ,2016,,,,,Yes,,,,,,,
TKFC burger,"Organic crispy fried chicken with kimchi salt, smoked cheese slice, tomato jam, Longbush Pork ‘tasso’ ham, and Wairarapa Eco Farm coleslaw ranch dressing in a Leeds Street Bakery bun (NF)",Ti Kouka, $ 22.00 ,2016,,Yes,,,,,,,,,,
First Past the Pole,"Park Avenue Meats kielbasa with sauerkraut, onions, blueberry compote and housemade horseradish aioli on a Kaiser roll, with dill pickle and a vodka shot (NF).",Topor Bistro, $ 20.00 ,2016,,,,,Yes,,,,,,,
AppleMac,"AppleMac PrimeStar beef patty with applewood smoked bacon, Waimea Dairy cheese, chopped cherry peppers and barbeque sauce in a housemade brioche bun (NF)",Trade Kitchen, $ 20.00 ,2016,Yes,,,,,,,,,,,
The Hangover,"L’affare espresso-braised beef brisket with pork hock hash, chilli pickled caramelised onion, Kāpiti Pakari aged cheddar and Garage Project Aro Noir Stout gravy aioli in a rye bun",Trentham Mess Hall, $ 25.90 ,2016,Yes,,,,,,,,,,,
Get Porked!,"Pulled Harringtons eco pork shoulder with homepickled vegetables, Masterton witloof salad and havarti cheese in a handcrafted ciabatta bun, with chips and chilli sour cream (NF)",Vivant! Restaurant & Bar, $ 22.00 ,2016,,,,,Yes,,,,,,,
Cheeky Beef Bum,"Crumbed beef cheek with pickled red cabbage, marinated cucumber, smoked tomato, iceberg lettuce, honey mustard dressing and guacamole in a red brioche bun, with chips",Waimea Restaurant, $ 20.00 ,2016,Yes,,,,,,,,,,,
Love a Lover Burger,"Grilled lamb's liver with sautéed Swiss chard, Kāpiti Kikorangi blue cheese, and WBC sauce in a Pandoro brioche bun, with fries",WBC, $ 25.00 ,2016,,,,Yes,,,,,,,,
Bleedin' Vege Burger,"Carrot and chickpea patty with Zany Zeus halloumi and cardamon yoghurt in a housemade beetroot bun, with handcut fries (V)",Wellesley Boutique Hotel, $ 19.00 ,2016,,,,,,,,Yes,,,,
Hogtapus,"Grilled night-roasted Wairarapa pork belly with octopus, pickled carrot and red onion and kawhai mayonnaise in a seaweed steamed bun, with triple cook fries and roasted pork juice gravy (DF, NF)",Zibibbo, $ 21.50 ,2016,,,,,Yes,,,,,,,
Chick 'n' Chippie Sammich,"Chipotle-marinated free range chicken with relish, crispy corn tortilla, black beans and cactus pickle on a custom bun, with corn chips",Antojitos Taco Truck, $ 14.00 ,2016,,Yes,,,,,,,,,,
Major Tom,"15-hour pohutakawa-smoked brisket with pickled cabbage salad, Beat Kitchen barbecue sauce and a pickle in a Clareville Bakery cornbread brioche bun",Beat Kitchen, $ 15.00 ,2016,Yes,,,,,,,,,,,
Satay Partay,"Garlicky free range chargrilled chicken thigh with Fix & Fogg's Smoke and Fire peanut sauce, crispy shallots and sweet and sour pickled cucumber, in a Kiss & Bake Up crafted bun",Dutchy's Burger Joint, $ 16.00 ,2016,,Yes,,,,,,,,,,
The Crusty Crab,"Soft shell crab with chilli jam, wasabi mayonnaise, lime marinated cucumber and wild rocket in a Eat Street saffron milk bun",Eat Street, $ 16.00 ,2016,,,,,,Yes,,,,,,
Mark 2.0,"200g beef and lamb patty with cheese sauce, bacon, chipotle sauce, fried pickles, caramelized onion, homemade mayonnaise and fresh slaw on a Zaida's milk bun, with fries",Nanny's Food Truck, $ 15.00 ,2016,Yes,,,Yes,,,,,,,,
Andalas Burger,"Pulled beef rendang with coriander aioli, pickles, caramelised onion, a sunny-side up egg and crunchy lettuce on a Pandoro bun",Onebites Indonesian Gourmet Street Food, $ 14.00 ,2016,Yes,,,,,,,,,,,
Heracles,"Mitimiti (beef and pork) patty with grilled halloumi, chef’s tzatziki sauce, tomato, onion, beetroot relish and fried onions",The Greek Food Truck, $ 16.00 ,2016,Yes,,,,Yes,,,,,,,
BerryCulture Waffburg,"BerryCulture probiotic yoghurt with poached Kāpiti blackberries, Wellington Chocolate Factory salted caramel brittle and Bohemein dark chocolate flakes sandwiched between two waffle ‘buns'",BerryCulture, $ 12.00 ,2016,,,,,,,Yes,,,,,
